,CONTENTID,CONTENTTYPEID,CAT1,CAT2,CAT3,TITLE,SIDOCODE,SIGUNGUCODE,ADDRESS,CREATEDTIME,MODIFIEDTIME,MAPX,MAPY,MLEVEL,FIRSTIMAGE,MCATEGORY,SCATEGORY,SEARCHCOUNT,OVERVIEW,DATA
161,2685281,39,A05,A0502,A05020100,예향막국수,32,32001,강원특별자치도 강릉시 남부로 176 ,20201100000000.0,20230700000000.0,128.8998695,37.74270034,6,http://tong.visitkorea.or.kr/cms/resource/52/2684552_image2_1.jpg,음식,한식,974,사골육수를 12시간 고아서 막국수를 만든다. 즉석에서직접 뽑아낸 메밀국수와 진한 육수가 일품인 곳이다. 강원도 강릉시에 있는 한식전문점이다. 대표메뉴는 막국수다.,사골 육수 고아 막국수 즉석 직접 메밀국수 육수 일품 강원도 강릉시 한식 전문점 대표 메뉴 막국수
162,129268,12,A01,A0101,A01011400,영진항,32,32001,강원특별자치도 강릉시 연곡면 영진리 2-3 ,20061000000000.0,20230700000000.0,128.848398,37.86787652,6,http://tong.visitkorea.or.kr/cms/resource/49/2494949_image2_1.jpg,음식,전문음식,1062,"영진마을은 연어가 회귀하고 향좋은 은어가 많이 잡히는 연곡천 하류 북쪽에 있는 곳으로 바다를 거느린다는 뜻이라고도 한다.  풍어제는 3년에 한 번씩 지내는데 음력 4월중 어느 날을 택한다. 소금강과 진고개 준령에서 흐르는 하천이 바다와 닿는 곳이 영진리다. 하천 건너편에 연곡해수욕장이 있고 항구 바로 옆에 영진해수욕장이 있어 피서철에 외지 피서객이 많이 찾고 있다. 60여 가구 어민이 35척의 어선으로 2월부터 10월 사이에 가자미와 조개를 많이 잡는다. 인근에 위치해 있는 항구로는 주문진항이 육상으로 2~5km, 해상으로 2km 정도  떨어져 있고 항구서쪽 1km 야산에는 선사시대의 고분군이 발굴 되어 문화재로 지정되어 가족들의 역사 탐방에도 좋은 장소가 되고 있다.",영진 마을 연어 회귀 은어 곡 하류 바다 거 뜻 풍어제 음력 날 택한다 소금강 진고 준령 하천 바다 진리 하천 건너편 곡 해수욕장 항구 바로 영진 해수욕장 피 철 외지 피 객 여 가구 어민 척 어선 사이 가자미 조개 항구 주문진 항 육상 해상 항구 야산 선사시대 고분 발굴 문화재 지정 가족 역사 탐방 장소
163,133497,39,A05,A0502,A05020100,영진횟집,32,32001,강원특별자치도 강릉시 연곡면 해안로 1427 ,20030900000000.0,20230700000000.0,128.8475037,37.86797371,6,http://tong.visitkorea.or.kr/cms/resource/56/1813756_image2_1.jpg,음식,전문음식,3682,영진횟집은 선회로 이름난 곳으로 영진해수욕장에 위치한 30년 넘는 전통이 있는 곳으로 각종 언론에 소개될만큼 좋은 회를 푸짐한 양과 저렴한 가격으로 먹을 수 있는 집이다. 강릉에는 경관이 좋고 이름난 명문 횟집들이 많이 있다. 그러나 회맛을 아는 강릉인들은 택시로 강릉시에 속하는 연곡면 영진리 바닷가의 '영진횟집'을 즐겨 찾는다. 회의 신선도도 훌륭할 뿐만 아니라 집에서 담그는 장맛이 뛰어나 매운탕의 맛 또한 깊고 풍부하다. 여름철에는 바로 집 앞에서 바다 낚시를 즐길 수 있으며 온가족이 함께 해수욕을 즐길 수도 있다.,영진 횟집 선회 영진 해수욕장 전통 각종 언론 소개 회 짐 양 가격 강릉 경관 명문 횟집 회맛 강릉 택시 강릉시 연곡면 진리 바닷가 영진 횟집 회의 신선도 장맛 매운탕 맛 또한 여름철 바로 바다 낚시 가족 해수욕 수도
164,623279,39,A05,A0502,A05020100,옛날초당순두부,32,32001,강원특별자치도 강릉시 운정길 141 ,20080900000000.0,20230700000000.0,128.8928077,37.78680343,6,http://tong.visitkorea.or.kr/cms/resource/12/2376212_image2_1.jpg,음식,한식,1569,동해안의 바닷물로 응고시켜 만든 강릉의 전통 초당순두부를 제공하는 음식점이다.,동해안 바닷물 응고 강릉 전통 초당 순두부 제공 음식점
165,2685665,39,A05,A0502,A05020100,위촌리전통한우,32,32001,강원특별자치도 강릉시 성산면 소목길 203-10 ,20201100000000.0,20230700000000.0,128.84741,37.75362028,6,http://tong.visitkorea.or.kr/cms/resource/15/2684915_image2_1.jpg,음식,한식,997,직접 소를 키워 합리적인 가격에 먹을 수 있는 곳이다. 강원도 강릉시에 있는 한식전문점이다. 대표메뉴는 한우구이다.,직접 소 합리 가격 강원도 강릉시 한식 전문점 대표 메뉴 한우 구이
166,2872436,39,A05,A0502,A05020300,이츠모라멘,32,32001,강원특별자치도 강릉시 초당원길 34 ,20221000000000.0,20230700000000.0,128.9160945,37.78487078,6,http://tong.visitkorea.or.kr/cms/resource/96/2872396_image2_1.jpg,음식,전문음식,5478,"이츠모라멘은 강릉시 초당원길에 있는 정통 일식 라멘집이다. 오래된 한옥을 리모델링해서 꾸민 식당이 정감이 가면서도 편안한 분위기이다. 주메뉴는 정통 일식 라멘이라 돈코츠라멘, 카라이토리 라멘, 츠케면 등이다. 메뉴가 다양하지는 않아도 라멘집에 가서 꼭 먹고 싶은 것들로 구성되어 있다. 본점은 서울 홍대 근처에 있다. 반찬은 김치와 생강 절임이다. 테이블 위에 반찬단지가 있어 덜어 먹을 수 있다. 늘 대기가 있는 식당이라 식당에 도착하면, 예약하고 기다려야한다. 주차는 가게 주변에 몇 대 할 수 있다.",츠 라멘 강릉시 초당 길 정통 일식 라멘 옥 리 모델링 식당 정감 분위기 메뉴 정통 일식 라멘 돈코츠 라멘 카라 토리 라멘 츠케 메뉴 라멘 꼭 구성 본점 홍대 근처 반찬 김치 생강 절임 테이블 반찬 단지 대기 식당 식당 도착 주차 가게 주변 몇
167,623299,39,A05,A0502,A05020100,은파횟집,32,32001,강원특별자치도 강릉시 창해로350번길 31 (강문동),20080900000000.0,20230700000000.0,128.9169163,37.7966611,6,http://tong.visitkorea.or.kr/cms/resource/78/590378_image2_1.jpg,음식,전문음식,2430,강문해수욕장 내에 위치한 강릉 은파횟집은 고객감동의 명가 은파횟집이라는 이름을 1988년 이래로 지금까지 사용하고 있다. 그 자부심 또한 크게 가지고 고객을 접대하고 있다. <br>,강문 해수욕장 강릉 은파 횟집 고객감동 명가 은파 횟집 이름 지금 사용 자부심 또한 크게 가지 고객 접대
168,2685320,39,A05,A0502,A05020100,원영생선구이,32,32001,강원특별자치도 강릉시 주문진읍 해안3길 24 ,20201100000000.0,20230700000000.0,128.8279216,37.88556018,6,http://tong.visitkorea.or.kr/cms/resource/31/2684731_image2_1.jpg,음식,한식,1299,"원영생선구이는 강릉시에 위치한 한식 전문점이다. 30여 년이라는 오랜 기간 생선구이를 사람들에게 내왔기 때문에 현지인들 사이에서는 알아주는 맛집이다. 게다가 이 식당은 오징어볶음도 예술이다. 달달하면서도 매콤한 맛을 가진 오징어볶음은 밥 위에 올려 먹어도 맛있고, 소스를 밥에 비벼 먹어도 맛있다. 대구지리탕은 뽀얀 대구생선살과 푸짐하게 들어있는 무과 양파, 각종 채소들이 잘 어우러져 개운하면서 시원한 깊은 맛이 난다.",생선 구이 강릉시 한식 전문점 여 년 기간 생선 구이 사람 현지 사이 맛집 게다가 식당 오징어 볶음 예술 달달 매콤 맛 오징어 볶음 밥 소스 밥 지리 탕 생선 살 무과 양파 각종 채소 맛
169,650442,39,A05,A0502,A05020100,월성식당,32,32001,강원특별자치도 강릉시 주문진읍 시장3길 4 ,20081100000000.0,20230700000000.0,128.8281713,37.89191778,6,http://tong.visitkorea.or.kr/cms/resource/14/1814514_image2_1.jpg,음식,전문음식,2569,월성식당은 강릉에서 장치찜으로 유명한 음식점이다. 이름조차 생소한 장치는 동해안의 별미로 꼽힌다고 한다. 이외에도 생소한 이름의 도치나 곰치로 요리한 메뉴도 판매하고 있다. 각종 방송에도 여러 차례 소개된 식당이다.<br>,월성 식당 강릉 장치 찜 음식점 이름 장치 동해안 별미 이외 이름 도치 곰치 요리 메뉴 각종 방송 차례 소개 식당
170,133494,39,A05,A0502,A05020100,원조초당순두부,32,32001,강원특별자치도 강릉시 초당순두부길77번길 9 ,20040800000000.0,20230700000000.0,128.9149778,37.79063953,6,http://tong.visitkorea.or.kr/cms/resource/93/551893_image2_1.jpg,음식,한식,2439,우선 외부 전경은 우뚝 솟은 소나무에 둘러 쌓인 나지막한 기와지붕이 인상적인 곳이다. 식당 이름처럼 초당 순두부 요리들로 이루어져 있으며 기본 찬으로 나오는 9가지의 갖가지 반찬이 토속적이어서 보기만 해도 건강해지는 느낌이다. 특히 반찬으로 나오는 살짝 데친 두부는 담백하고 질리지 않아 자꾸 손이 간다. 메인 요리인 순두부 백반은 흔히 먹는 뚝배기 순두부가 아닌 갓 만든 것 같은 뽀얀 순두부 자체이며 간간하고 담백한 맛이 일품이다. 우리 고유의 전통문화보존에 힘써온 것으로 유명한 이 식당 주인은 1996년 7월에 ‘전통문화 보존 명인장’을 받았다.,우선 외부 전경 우뚝 소나무 기와 지붕 인상 식당 이름 초당 순두부 요리 기본 찬 가지 갖가지 반찬 토속 보기 해도 느낌 반찬 살짝 데친 두부 질리 자꾸 손 간다 메인 요리 순두부 백반 뚝배기 순두부 갓 순두부 자체 간간 맛 일품 고유 전통문화 보존 식당 주인 전통문화 보존 명인
171,2670839,39,A05,A0502,A05020100,우석정,32,32001,강원특별자치도 강릉시 강동면 시동서당길 113 ,20200900000000.0,20230700000000.0,128.9513014,37.73055275,6,http://tong.visitkorea.or.kr/cms/resource/09/2670909_image2_1.jpg,음식,한식,1338,강릉시 모범업소 지정매장이다. 대표메뉴는 설렁탕이다. 강원도 강릉시에 있는 한식 전문점이다.,강릉시 모범 지정 매장 대표 메뉴 설렁탕 강원도 강릉시 한식 전문점
172,2810008,39,A05,A0502,A05020100,용궁사우나,32,32001,강원특별자치도 강릉시 창해로 343-1 ,20220300000000.0,20230700000000.0,128.9188634,37.79405588,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,한식,1774,"강원도 지역 재료를 활용하여 만든 칵테일이 눈에 띄는 곳이다. 솔잎을 넣은 솔히또, 더덕이 들어간 더덕하이볼 등 이곳에서만 맛볼 수 있는 특별한 메뉴이다. 대표메뉴는 용궁 떡찜으로 맵기 조절이 가능한 해물떡볶이다. 이 밖에도 용궁파스타, 콩절미 탕수육 등이 인기다.",강원도 재료 활용 칵테일 눈 솔잎 솔 더덕 더덕 메뉴 대표 메뉴 용궁 떡찜 조절 해물 떡볶이 용궁 파스타 콩 절미 탕수육 인기
173,2685668,39,A05,A0502,A05020100,정감이능이백숙,32,32001,강원특별자치도 강릉시 강동면 둔지길 89-16 ,20201100000000.0,20230700000000.0,128.9575679,37.71665448,6,http://tong.visitkorea.or.kr/cms/resource/26/2684926_image2_1.jpg,음식,한식,1690,한국의 보양 음식 중 하나인 삼계탕에 능이를 사용하는 식당이다. 대표메뉴는 능이백숙이다. 강원도 강릉시에 있는 한식전문점이다.,한국 보양 음식 하나 삼계탕 능이 사용 식당 대표 메뉴 능이 백숙 강원도 강릉시 한식 전문점
174,2775552,39,A05,A0502,A05020100,제주해인물회,32,32001,강원특별자치도 강릉시 사천면 진리해변길 68-9 ,20211100000000.0,20230700000000.0,128.876902,37.83777222,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,전문음식,10543,"사천물회거리에 위치한 물회 전문 음식점이다. 이 곳의 대표 메뉴는 멍게전복 비빔밥과 멍게전복 물회, 오징어 물회 등이 있다. 특히 멍게비빔밥은 양념 없이 전복, 멍게, 김, 참기름 네 가지만을 넣어 비벼먹는다. 손질한 멍게를 염장한 후 미역과 으깬 무를 이용해 멍게를 숙성시켜 고추장이나 간장 같은 양념 없이 맛을 내는 것이 특징이다. 계절과 재료 수급 상황에 따라 일찍 영업을 종료하거나, 일부 메뉴는 주문이 어려울 수도 있다.",물회 거리 물회 전문 음식점 대표 메뉴 멍게 전복 비빔밥 멍게 전복 물회 오징어 물회 멍게 비빔밥 양념 전복 멍게 김 참기름 네 가지 손질 멍게 염장 미역 무 멍게 숙성 고추장 간장 양념 맛 특징 계절 재료 수급 상황 일찍 영업 종료 거나 일부 메뉴 주문 수도
175,2873999,39,A05,A0502,A05020100,주문진홍게무한리필,32,32001,강원특별자치도 강릉시 신리천로 21 ,20221000000000.0,20230700000000.0,128.8284326,37.88536577,6,http://tong.visitkorea.or.kr/cms/resource/94/2873994_image2_1.jpg,음식,전문음식,2660,"주문진홍게무한리필은 강릉시 주문진 소돌해변에 있는 홍게 전문 식당이다. 뷔페처럼 인원수에 맞춰 주문을 하면 잘 손질한 홍게찜을 무한으로 먹을 수 있다. 킹크랩이나 대게, 랍스타, 회 종류도 별도 주문이 가능하다. 단, 금어기에는 무한 리필 대신 세트 메뉴를 주문할 수 있다. 마무리로 홍게라면과 게딱지밥을 곁들여도 좋다. 주차는 발레 파킹이 가능하고 식사는 입장 후 2시간으로 제한될 수 있다. 주문진 버스 터미널에서 걸어서 5분정도 거리기 때문에 대중교통 이용도 가능하다.",주문진 홍게 무한리필 강릉시 주문진 해변 홍게 전문 식당 뷔페 인원 주문 손질 홍게 찜 무한 킹크랩 대게 랍 스타 회 종류 별도 주문 어기 무한 리필 대신 세트 메뉴 주문 마무리 홍게 라면 게 밥 주차 발레 파킹 식사 입장 제한 주문진 터미널 거리 기 이용도
176,2775521,39,A05,A0502,A05020100,장안횟집,32,32001,강원특별자치도 강릉시 사천면 진리항구길 51 ,20211100000000.0,20230700000000.0,128.8754438,37.83764999,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,전문음식,19568,"장안횟집은 강릉 사천항 수산물 직판장 앞에 위치한 넓은 규모의 횟집이다. 메뉴는 물회와 회덮밥, 우럭 미역국 등으로 물회와 회덮밥에 들어가는 재료를 오징어, 물가자미, 광어 중에서 선택할 수 있다. 재료들은 모두 자연산 해산물과 활어로 믿고 먹을 수 있다. 다만 계절에 따라, 주 재료의 수급 상황에 따라 회덮밥과 물회에 들어가는 재료(오징어, 가자미, 광어 등)가 바뀌는 경우도 있다. 강릉에서 물회 맛집으로 알려져 있어 성수기에 방문한다면 대기는 필수이다.",장안 횟집 강릉 사천항 수산물 직판 규모 횟집 메뉴 물회 회덮밥 우럭 미역국 물회 회덮밥 재료 오징어 물가 자미 광어 선택 재료 자연 산 해산물 활 다만 계절 재료 수급 상황 회덮밥 물회 재료 오징어 가자미 광어 경우 강릉 물회 맛집 수기 방문 대기 필수
177,2872467,39,A05,A0502,A05020100,정동진밥집,32,32001,강원특별자치도 강릉시 정동3길 46 ,20221000000000.0,20230700000000.0,129.0359507,37.68616787,6,http://tong.visitkorea.or.kr/cms/resource/46/2872446_image2_1.jpg,음식,한식,3082,"정동진밥집은 강릉시 정동진 기찻길 바로 옆에 있는 식당이다. 주택을 식당으로 개조해서 편안한 분위기를 연출했다. 방마다 탁자를 두어 식사를 할 수 있게 했고, 마당에도 평상을 두어, 날씨가 좋을 때는 마당에서도 식사를 할 수 있다. 주메뉴는 생선구이정식이다. 2~3가지의 모듬 생선을 20여 가지의 반찬과 함께 낸다. 2인 이상만 주문이 가능하지만 차려 낸 상을 보면 입어 벌어질 정도로 푸짐하다. 주차는 매장 앞에 가능하다. 정동진 해수욕장, 모래시계 공원 등과 멀지 않아 식사 전후에 함께 관광하기에 적당하다.",정동진 밥집 강릉시 정동진 찻길 바로 식당 주택 식당 개조 분위기 연출 방 탁자 식사 마당 평상 날씨 마당 식사 메뉴 생선 이정식 가지 모듬 생선 여 가지 반찬 인 이상만 주문 차려 상 주차 매장 정동진 해수욕장 모래시계 공원 식사 전후 관광
178,2685312,39,A05,A0502,A05020100,주문진곰치국,32,32001,강원특별자치도 강릉시 주문진읍 주문로 150 ,20201100000000.0,20230700000000.0,128.8313098,37.89512858,6,http://tong.visitkorea.or.kr/cms/resource/26/2684726_image2_1.jpg,음식,한식,1693,TV 방송에 많이 소개된 맛집이다. 대표메뉴는 곰치국이다.곰치국이란 바다의 순두부라 생각하고 씹을것도 없이 입안에서 사르르 녹는 부드러운맛이다. 강원도 강릉시에 있는 한식전문점이다.,방송 소개 맛집 대표 메뉴 곰치 국 곰치 국 바다 순두부 생각 입안 사르르 맛 강원도 강릉시 한식 전문점
179,2685675,39,A05,A0502,A05020100,주문진남매식당,32,32001,강원특별자치도 강릉시 주문진읍 작은다리길 31 ,20201100000000.0,20230700000000.0,128.8279436,37.89058737,6,http://tong.visitkorea.or.kr/cms/resource/34/2684934_image2_1.jpg,음식,한식,1370,다양한 한국식 반찬을 맛볼 수 있는 곳이다. 강원도 강릉시에 있는 한식전문점이다. 대표메뉴는 홍합밥이다.,한국 반찬 강원도 강릉시 한식 전문점 대표 메뉴 홍합 밥
180,2873989,39,A05,A0502,A05020100,주문진막국수,32,32001,강원특별자치도 강릉시 연주로 587 ,20221000000000.0,20230700000000.0,128.8221159,37.90422735,6,http://tong.visitkorea.or.kr/cms/resource/87/2873987_image2_1.jpg,음식,한식,3519,"주문진막국수는 강릉시 주문진 수산시장 입구에 있는 막국수 전문점이다. 오랜 기간 한 곳에서 막국수집을 운영하고 있어 주변에서는 막국수 장인으로 통한다. 육수는 사골에 10여 가지 한약재를 넣고 달인 뒤 동치미 국물을 섞어 맛이 깊고 깔끔하다. 수육도 부드럽고 고소해서 함께 얹어 먹으면 어울린다. 물 막국수, 회 막국수, 비빔 막국수도 인기가 많지만 강원도 사람들이 먹는 방식은 회 막국수나 비빔 막국수를 시켜서 반 정도 먹다가 육수를 부어 먹는 방식이다. 그 외에도 장칼국수, 왕만두, 떡만둣국도 있다. 주차는 건물 뒤편 전용 주차장이 있어 편리하다.",주문진 막국수 강릉시 주문진 수산시장 막국수 전문점 기간 막국수 운영 주변 막국수 장인 통한 육수 사골 여 가지 한약재 달인 동치미 국물 맛 수육 물 막국수 회 막국수 비빔 막국수 인기 강원도 사람 방식 회 막국수 비빔 막국수 육수 부어 방식 장 칼국수 왕만 떡 만둣국 주차 건물 뒤편 주차장
181,2685443,39,A05,A0502,A05020100,육반장,32,32001,강원특별자치도 강릉시 토성로 169 ,20201100000000.0,20230700000000.0,128.8948001,37.75640144,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,전문음식,1442,"강릉에 본점을 둔 육개장 전문점으로 옛날식 육개장을 맛볼 수 있는 곳이다. 대표 메뉴는 옛날 전통 육개장으로 국물이 진하고 기름지지 않은 것이 특징이며, 얼큰하지만 담백하고 구수한 맛이 진하다. 맵지 않은 뽀얀 국물의 하얀 육개장도 있으며, 육개장 칼국수와 수제비도 맛볼 수 있다. 평소 먹어보지 못한 깔끔한 옛날식 육개장이 생각난다면 둘러봐도 좋다.",강릉 본점 육개장 전문점 옛날 육개장 대표 메뉴 옛날 전통 육개장 국물 기름 지지 특징 맛 맵 국물 육개장 육개장 칼국수 수제비 평소 보지 못 옛날 육개장
182,2872387,39,A05,A0502,A05020100,이모네생선찜,32,32001,강원특별자치도 강릉시 가작로 8 ,20221000000000.0,20230700000000.0,128.8764847,37.7692246,6,http://tong.visitkorea.or.kr/cms/resource/62/2872362_image2_1.jpg,음식,한식,11865,"이모네생선찜은 강릉시 강릉 원주대 근처에 있는 생선찜 전문점이다. 조리에 25분이 소요되기 때문에 예약은 필수다. 예약제로 운영하고 있으며, 예약 후 도착하면 바로 음식을 먹을 수 있게 준비한다. 밑반찬은 강하지 않는 양념을 한 것들로 숙주나물, 동치미, 멸치볶음, 마카로니 옥수수와 계절 김치다. 자리를 잡으면 바로 음식을 서빙한다. 주메뉴는 빨간 양념에 먹기 좋게 조린 생선찜이다. 뼈까지 다 먹는 가오리찜도 인기다. 미리 푹 삶아 양념을 한 무가 식욕을 더 당긴다. 공깃밥을 시켜 식사로 즐길 수도 있고, 주류를 시켜 술안주로 즐길 수도 있다. 현지인들이 자주 가는 맛집이다. 주차는 매장 건너편 공영 주차장을 이용하면 된다.",모네 생선 찜 강릉시 강릉 원주대 근처 생선 찜 전문점 조리 소요 필수 제로 운영 도착 바로 음식 준비 밑반찬 양념 숙주나물 동치미 멸치 볶음 마카로니 옥수수 계절 김치 바로 음식 서빙 메뉴 양념 먹기 린 생선 찜 뼈 가오리 찜 인기 미리 푹 양념 무가 식욕 깃밥 식사 수도 주류 술안주 수도 지인 자주 맛집 주차 매장 건너편 공영 주차장
183,2874063,39,A05,A0502,A05020100,칠공주불고기,32,32001,강원특별자치도 강릉시 참샘길 12 ,20221000000000.0,20230700000000.0,128.8088251,37.91505083,6,http://tong.visitkorea.or.kr/cms/resource/49/2874049_image2_1.jpg,음식,한식,1667,"칠공주불고기는 강릉시 주문진 지경해수욕장 근처에 있는 한식당이다. 뚝배기불고기가 식사 메뉴로 인기가 좋지만, 일반 한식당에서 하는 메뉴를 거의 다 하고 있다. 두루치기, 갈비탕, 육개장, 냉면, 막국수에다 고기를 구워 먹고 싶으면 한우 등심이나 차돌박이를 주문할 수도 있다. 옆에 버스 종점이 있어 기사분들이나 지역민들이 식사를 위해 많이 방문하는 식당인데 이름이 알려지면서 여행객들도 검색해서 많이 오고 있다. 주메뉴를 주문하면 10가지 정도의 밑반찬이 차려진다. 모두 정갈하고 제맛이 나는 반찬들이다. 여행객이나 현지인들이 밥을 먹기 위해 들리면 좋은 식당이다. 주차는 매장 바로 앞에 가능하다.",칠공주 불고기 강릉시 주문진 지경 해수욕장 근처 한식당 뚝배기 불고기 식사 메뉴 인기 한식당 메뉴 거의 두루치기 갈비탕 육개장 냉면 막국수 고기 한우 등심 차돌박이 주문 수도 종점 기사 민 식사 방문 식당 이름 여행객 검색 메뉴 주문 가지 밑반찬 맛 반찬 여행객 지인 밥 먹기 식당 주차 매장 바로
184,2873252,39,A05,A0502,A05020100,초당고부순두부,32,32001,강원특별자치도 강릉시 강릉대로587번길 17 ,20221000000000.0,20230700000000.0,128.9185693,37.78464585,6,http://tong.visitkorea.or.kr/cms/resource/40/2873240_image2_1.jpeg,음식,한식,2024,"초당고부순두부는 강릉시 초당동에 있는 초당순두부 전문점이다. 4대에 걸쳐 운영되고 있는 전통 깊은 식당으로 메뉴는 순두부백반, 순두부 전골, 두부전골, 모두부, 아기 순두부 등이 있다.  매일 아침 만드는 두부는 100% 국산 콩만 사용하고 바닷물을 간수로 사용해 고소하고 담백한 맛을 자랑한다. 두부를 만들고 난 비지는 매장 입구에 쌓아 두고 필요한 방문객이 가져가도록 하고 있다. 한옥을 개조한 식당이라 방마다 크기는 다르지만 마당을 내다보며 식사하는 재미가 있다. 주차는 매장 앞에 있는 전용 주차장을 이용할 수 있다.",초당 고부 순두부 강릉시 초당동 초당 순두부 전문점 운영 전통 식당 메뉴 순두부 백반 순두부 전골 두부 전골 두부 아기 순두부 매일 아침 두부 국산 콩 사용 바닷물 간수 사용 맛 두부 난 비지 매장 방문객 옥 개조 식당 방 크기 마당 식사 재미 주차 매장 주차장
185,264370,12,A02,A0203,A02030100,초당두부마을,32,32001,강원특별자치도 강릉시 초당순두부길 89-8 (초당동),20030900000000.0,20230700000000.0,128.9152416,37.79194772,6,http://tong.visitkorea.or.kr/cms/resource/29/2365229_image2_1.jpg,음식,음식점기타,15906,"경포해수욕장에서 남쪽으로 조금 내려오면 순두부로 유명한 초당두부마을이 있다. 강릉에서 가장 유명한 먹거리인 초당순두부는 콩을 갈아 여러 과정을 거쳐 동해안의 바닷물로 응고시켜 만든 것으로 굉장히 부드럽고 고소하다. 순두부, 두부전골, 모듬두부 등 순두부를 비롯한 다양한 두부요리를 맛볼 수 있다. 이 마을의 이름 초당은 한국의 유명한 소설가이자 시인이었던 허균[ 許筠, 1569 ~ 1618 ]과 그의 누나인 유명한 여류시인 허난설헌( 許蘭雪軒, 1563 ~ 1589)의 아버지 허엽( 許曄, 1517 ~ 1580)의 호(원래 이름을 부르는 것을 피하는 풍속에 의해 따로 만든 이름)를 따서 붙여진 이름이다. 현재 이 마을에는 허균과 허난설헌이 살았던 집터가 남아 있다.<br>",경포해수욕장 조금 순두부 초당 두부 마을 강릉 가장 먹거리 초당 순두부 콩 과정 동해안 바닷물 응고 순두부 두부 전골 듬 두부 순두부 비롯 두부 요리 마을 이름 초당 한국 소설가 이자 시인 허균 누나 여류 시인 허난설헌 아버지 허엽 호 이름 피하 풍속 이름 이름 현재 마을 허균 허난설헌 집터 남아
186,2685435,39,A05,A0502,A05020100,초당맷돌순두부,32,32001,강원특별자치도 강릉시 초당순두부길 75 ,20201100000000.0,20230700000000.0,128.9154527,37.79012294,6,http://tong.visitkorea.or.kr/cms/resource/51/2684751_image2_1.jpg,음식,전문음식,2253,사골과 해물과 야채를 넣고 끓여낸 국물이 얼큰하면서 담백하다.,사골 해물 야채 국물
187,2876196,39,A05,A0502,A05020200,초당버거,32,32001,강원특별자치도 강릉시 초당순두부길77번길 20 ,20221000000000.0,20230700000000.0,128.914925,37.79146444,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,간이음식,7353,초당버거는 강릉 현지인들에게도 인기가 많은 수제버거 맛집이다. 깔끔하고 정갈한 인테리어에서 느끼하지 않고 맛있는 수제버거와 음료를 즐길 수 있다. 웨이팅이 있어서 여유롭게 방문하는 것이 좋다.,초당 버거 강릉 지인 인기 수제 버거 맛집 인테리어 버거 음료 웨이팅 방문
188,2873113,39,A05,A0502,A05020200,초당비스트로,32,32001,강원특별자치도 강릉시 초당순두부길 19 ,20221000000000.0,20230700000000.0,128.9105144,37.78794809,6,http://tong.visitkorea.or.kr/cms/resource/00/2873100_image2_1.jpg,음식,외국식,4839,"초당비스트로는 강릉시 초당순두부길에 있는 이탈리안 레스토랑이다. 순두부 밀집 지역에서 유일하게 영업중인 스테이크와 파스타 맛집으로 인기가 많다. 한옥을 개조한 단층 식당으로 미관상 주변 식당과도 잘 어울린다. 식당 내부 역시 한옥 느낌을 잘 살린 서양식 레스토랑으로 천정에 서까래가 보이고 잘 꾸며진 조명과 인테리어가 멋스럽다. 대표 메뉴는 파스타, 스테이크, 해산물 볶음밥 등으로 한옥에 앉아 먹는 맛이 일품이다.  대기가 많은 편이기 때문에 매장 입구에 테이블링을 두어 예약 관리를 하고 있다. 음식이 맛있는데 가격도 합리적인 편이라 관광객은 물론이고 현지인들도 많이 찾는다. 식당 앞에 전용 주차장이 있어 이용이 편리하다.",초당 비스트 강릉시 초당 순두부 길 이탈리안 레스토랑 순두부 밀집 영업 스테이크 파스타 맛집 인기 옥 개조 단층 식당 미관 주변 식당 식당 내부 역시 옥 느낌 양식 레스토랑 천정 서까래 보이 조명 인테리어 멋 대표 메뉴 파스타 스테이크 해산물 볶음밥 옥 맛 일품 대기 이기 매장 테이블 링 관리 음식 가격 합리 편이 관광객 지인 식당 주차장
